# quotient complex for m3; vertex k has marking {"4": {"orbit_size_on_cover": 32, "stabiliser_order_in_Gamma": 9, "E_classes": [1, 3], "representative_upstairs": [[9, 6], [0, 0]]}, "6": {"orbit_size_on_cover": 96, "stabiliser_order_in_Gamma": 3, "E_classes": [2, 4], "representative_upstairs": [[2, 4], [6, -3]]}, "7": {"orbit_size_on_cover": 96, "stabiliser_order_in_Gamma": 3, "E_classes": [3, 4], "representative_upstairs": [[6, 0], [8, 1]]}, "5": {"orbit_size_on_cover": 144, "stabiliser_order_in_Gamma": 2, "E_classes": [4, 4], "representative_upstairs": [[2, -2], [5, -2]]}, "9": {"orbit_size_on_cover": 32, "stabiliser_order_in_Gamma": 9, "E_classes": [2, 3], "representative_upstairs": [[3, 3], [3, 0]]}, "2": {"orbit_size_on_cover": 96, "stabiliser_order_in_Gamma": 3, "E_classes": [1, 4], "representative_upstairs": [[5, 4], [3, 6]]}, "10": {"orbit_size_on_cover": 16, "stabiliser_order_in_Gamma": 18, "E_classes": [3, 3], "representative_upstairs": [[3, 3], [6, 0]]}, "8": {"orbit_size_on_cover": 16, "stabiliser_order_in_Gamma": 18, "E_classes": [2, 2], "representative_upstairs": [[6, -3], [9, 3]]}, "3": {"orbit_size_on_cover": 32, "stabiliser_order_in_Gamma": 9, "E_classes": [1, 2], "representative_upstairs": [[3, 6], [6, 6]]}, "1": {"orbit_size_on_cover": 16, "stabiliser_order_in_Gamma": 18, "E_classes": [1, 1], "representative_upstairs": [[3, -3], [0, 0]]}}
1,2,3,5,7
1,2,3,5,8
1,2,3,7,8
1,2,4,5,9
1,2,4,5,10
1,2,4,9,10
1,2,5,6,8
1,2,5,6,9
1,2,5,7,10
1,2,6,7,8
1,2,6,7,10
1,2,6,9,10
1,3,4,6,8
1,3,4,6,10
1,3,4,8,10
1,3,5,6,8
1,3,5,6,9
1,3,5,7,9
1,3,6,9,10
1,3,7,8,9
1,3,8,9,10
1,4,5,7,9
1,4,5,7,10
1,4,6,7,8
1,4,6,7,10
1,4,7,8,9
1,4,8,9,10
2,3,4,5,8
2,3,4,5,10
2,3,4,8,10
2,3,5,7,10
2,3,7,8,10
2,4,5,8,9
2,4,8,9,10
2,5,6,8,9
2,6,7,8,10
2,6,8,9,10
3,4,5,6,8
3,4,5,6,10
3,5,6,9,10
3,5,7,9,10
3,7,8,9,10
4,5,6,7,8
4,5,6,7,10
4,5,7,8,9
5,6,7,8,10
5,6,8,9,10
5,7,8,9,10
